,Value,Column,Row,Value 1,Value 2
504,-0.28,PastVictim_Scareware,PastVictim_DDoS,0.6,0.32
336,-0.24,PastVictim_PerfTheft,CyberThreat_Danger,0.21,-0.03
505,-0.24,PastVictim_Scareware,PastVictim_PerfTheft,0.63,0.39
382,-0.24,PastVictim_APT,Knows_PWDay,0.4,0.16
510,-0.23,PastVictim_Scareware,PastVictim_Phishing,0.6,0.37
703,-0.23,PastHelp_Manuf,FutureVictim_Sidechannel,0.24,0.01
614,-0.23,PastVictim_SocEng,PastVictim_DDoS,0.63,0.4
831,-0.22,PastHelp_IntExperts,PastHelp_Forum,0.6,0.38
787,-0.22,PastHelp_PublicMed,PastHelp_PrivateMed,0.76,0.54
771,-0.21,PastHelp_PCShop,FutureVictim_PerfTheft,0.19,-0.02
1026,-0.21,Uses_MailEncryption,Uses_FileEncryption,0.72,0.51
197,-0.21,Knows_CISPA,Knows_Athene,0.61,0.4
506,-0.21,PastVictim_Scareware,PastVictim_APT,0.61,0.4
616,-0.21,PastVictim_SocEng,PastVictim_APT,0.74,0.53
488,-0.21,PastVictim_ShopScam,PastVictim_Scareware,0.42,0.21
562,-0.2,PastVictim_Phishing,PastVictim_PerfTheft,0.55,0.35
708,-0.2,PastHelp_Manuf,FutureVictim_Phishing,0.21,0.01
711,-0.2,PastHelp_Manuf,FutureVictim_SocMedHack,0.25,0.05
254,-0.2,Knows_CERTv,Knows_CERTb,0.83,0.63
248,-0.2,Knows_CERTv,CyberThreat_Danger,0.15,-0.05
511,-0.2,PastVictim_Scareware,PastVictim_Doxing,0.54,0.34
347,-0.2,PastVictim_PerfTheft,PastVictim_APT,0.78,0.58
701,-0.2,PastHelp_Manuf,FutureVictim_PerfTheft,0.22,0.02
391,-0.2,PastVictim_APT,PastHelp_PCShop,0.28,0.08
180,-0.2,Knows_Zitis,Knows_ProPK,0.65,0.45
615,-0.2,PastVictim_SocEng,PastVictim_PerfTheft,0.72,0.52
149,-0.2,Knows_CERTl,Knows_BKA,0.37,0.17
153,-0.2,Knows_Europol,Knows_CAZ,0.48,0.28
210,-0.2,Knows_CODE,CyberThreat_Danger,0.11,-0.09
580,-0.2,PastVictim_Doxing,PastVictim_DDoS,0.6,0.4
216,-0.2,Knows_Kastel,CyberThreat_Danger,0.13,-0.07
132,-0.2,Knows_ENISA,Knows_CSECDay,0.64,0.44
531,-0.19,PastVictim_Spyware,PastVictim_DDoS,0.6,0.41
318,-0.19,PastVictim_DDoS,PastVictim_CyBully,0.5,0.31
1290,-0.19,RelInfo_SecShopping,RelInfo_SecBanking,0.71,0.52
289,-0.19,Knows_DigDay,Knows_CSECDay,0.76,0.57
56,-0.19,Usage_Console,Knows_PWDay,0.29,0.1
581,-0.19,PastVictim_Doxing,PastVictim_APT,0.7,0.51
364,-0.19,PastVictim_APT,CyberThreat_GERPreparedness,0.28,0.09
789,-0.19,PastHelp_PublicMed,FutureVictim_APT,0.2,0.01
533,-0.19,PastVictim_Spyware,PastVictim_Scareware,0.65,0.46
346,-0.19,PastVictim_PerfTheft,PastVictim_DDoS,0.64,0.45
1047,-0.19,Uses_VPN,Uses_AnonService,0.64,0.45
830,-0.19,PastHelp_IntExperts,PastHelp_EmployerIT,0.47,0.28
599,-0.18,PastVictim_SocEng,CyberThreat_Danger,0.23,0.05
166,-0.18,Knows_ProPK,Knows_CAZ,0.57,0.39
985,-0.18,Uses_BackupMobile,FutureVictim_SocEng,0.21,0.03
306,-0.18,PastVictim_Virus,PastVictim_DDoS,0.48,0.3
317,-0.18,PastVictim_DDoS,PastVictim_APT,0.67,0.49
760,-0.18,PastHelp_PCShop,Knows_MPI,0.22,0.04
509,-0.18,PastVictim_Scareware,PastVictim_IDTheft,0.5,0.32
299,-0.18,Knows_CSECDay,FutureVictim_DDoS,0.13,-0.05
773,-0.18,PastHelp_PCShop,FutureVictim_Sidechannel,0.16,-0.02
949,-0.18,FutureVictim_SocEng,FutureInfo_SoftwareSites,0.08,-0.1
786,-0.18,PastHelp_PublicMed,PastHelp_PCShop,0.45,0.27
788,-0.18,PastHelp_PublicMed,FutureVictim_DDoS,0.2,0.02
271,-0.18,Knows_PWDay,Knows_ENISA,0.52,0.34
807,-0.18,PastHelp_PrivateMed,PastHelp_EmployerIT,0.44,0.26
836,-0.18,PastHelp_IntExperts,FutureVictim_PerfTheft,0.19,0.01
835,-0.18,PastHelp_IntExperts,FutureVictim_DDoS,0.21,0.03
1147,-0.18,PastInfo_Fam,Knows_Athene,0.28,0.1
125,-0.18,Knows_ENISA,Knows_BSI,0.53,0.35
233,-0.18,Knows_MPI,Knows_ACS,0.55,0.37
70,-0.18,Usage_Console,PastInfo_Fam,0.17,-0.01
561,-0.18,PastVictim_Phishing,PastVictim_DDoS,0.54,0.36
620,-0.18,PastVictim_SocEng,PastVictim_Scareware,0.56,0.38
641,-0.18,PastVictim_SocMedHack,PastVictim_DDoS,0.55,0.37
375,-0.18,PastVictim_APT,Knows_CODE,0.5,0.32
379,-0.18,PastVictim_APT,Knows_CERTb,0.43,0.25
396,-0.18,PastVictim_APT,FutureVictim_CyStalk,0.35,0.17
643,-0.18,PastVictim_SocMedHack,PastVictim_APT,0.57,0.39
439,-0.18,PastVictim_CyBully,PastVictim_APT,0.56,0.38
710,-0.18,PastHelp_Manuf,FutureVictim_SocEng,0.21,0.03
700,-0.18,PastHelp_Manuf,FutureVictim_DDoS,0.26,0.08
383,-0.18,PastVictim_APT,Knows_DigDay,0.47,0.29
530,-0.17,PastVictim_Spyware,Knows_BKA,0.19,0.02
394,-0.17,PastVictim_APT,FutureVictim_Virus,0.16,-0.01
702,-0.17,PastHelp_Manuf,FutureVictim_APT,0.21,0.04
1287,0.17,RelInfo_SecShopping,PastVictim_Scareware,-0.13,0.04
808,-0.17,PastHelp_PrivateMed,PastHelp_PCShop,0.43,0.26
1171,-0.17,PastInfo_Publication,FutureVictim_Sidechannel,0.23,0.06
1346,-0.17,Sum_Fear,PastHelp_Manuf,0.31,0.14
529,-0.17,PastVictim_Spyware,Knows_BSI,0.24,0.07
707,-0.17,PastHelp_Manuf,FutureVictim_Scareware,0.19,0.02
239,-0.17,Knows_MPI,FutureVictim_Scareware,0.09,-0.08
414,-0.17,PastVictim_Sidechannel,PastVictim_CyBully,0.58,0.41
1195,-0.17,PastInfo_SecNewSites,PastInfo_SecAgencySites,0.72,0.55
686,-0.17,PastHelp_CERTl,FutureVictim_Scareware,0.19,0.02
276,-0.17,Knows_PWDay,Knows_CERTv,0.55,0.38
131,-0.17,Knows_ENISA,Knows_DigDay,0.63,0.46
902,-0.17,FutureVictim_IDTheft,FutureInfo_Publication,0.09,-0.08
214,-0.17,Knows_CODE,Knows_CISPA,0.55,0.38
1070,-0.17,Uses_OSUpdates,Uses_AppUpdates,0.81,0.64
181,-0.17,Knows_Zitis,Knows_Athene,0.68,0.51
171,-0.17,Knows_Zitis,CyberThreat_Danger,0.16,-0.01
156,-0.17,Knows_Europol,FutureVictim_Sidechannel,0.12,-0.05
1258,-0.17,RelInfo_CurrentSpamCampaigns,PastHelp_Influencer,0.07,-0.1
167,-0.17,Knows_ProPK,Knows_Athene,0.56,0.39
942,-0.17,FutureVictim_Doxing,CyberThreat_Education,0.24,0.07
884,-0.17,FutureVictim_PerfTheft,FutureInfo_SoftwareSites,0.12,-0.05
376,-0.17,PastVictim_APT,Knows_Kastel,0.48,0.31
163,-0.17,Knows_CAZ,Knows_BKA,0.4,0.23
567,-0.17,PastVictim_Phishing,PastVictim_Doxing,0.57,0.4
761,-0.17,PastHelp_PCShop,Knows_ACS,0.22,0.05
366,-0.17,PastVictim_APT,CyberThreat_CyberCrimeJustice,0.27,0.1
1027,-0.17,Uses_MailEncryption,Uses_AnonService,0.56,0.39
367,-0.17,PastVictim_APT,Knows_ENISA,0.43,0.26
1352,-0.17,Sum_Fear,PastHelp_IntExperts,0.27,0.1
355,-0.17,PastVictim_PerfTheft,FutureVictim_Spyware,0.21,0.04
348,-0.17,PastVictim_PerfTheft,PastVictim_CyBully,0.58,0.41
1019,-0.17,Uses_Spamfilter,Uses_FileEncryption,0.26,0.09
756,-0.17,PastHelp_PCShop,Knows_CISPA,0.2,0.03
308,-0.16,PastVictim_Virus,PastVictim_SocEng,0.47,0.31
202,-0.16,Knows_HGI,CyberThreat_CyberWar,0.15,-0.01
307,-0.16,PastVictim_Virus,PastVictim_Phishing,0.53,0.37
865,0.16,PastHelp_Self,Income,-0.04,0.12
203,-0.16,Knows_HGI,Knows_BSI,0.4,0.24
1200,-0.16,PastInfo_SoftwareSites,PastHelp_ConsOffice,0.25,0.09
1293,0.16,RelInfo_SecAccounts,PastVictim_Scareware,-0.07,0.09
591,-0.16,PastVictim_Doxing,FutureVictim_CyStalk,0.36,0.2
872,-0.16,FutureVictim_Virus,FutureInfo_SoftwareSites,0.08,-0.08
623,-0.16,PastVictim_SocEng,PastHelp_PCShop,0.26,0.1
713,-0.16,PastHelp_Provider,PastHelp_Police,0.53,0.37
644,-0.16,PastVictim_SocMedHack,PastVictim_Scareware,0.5,0.34
714,-0.16,PastHelp_Provider,PastHelp_ConsOffice,0.61,0.45
1180,-0.16,PastInfo_Publication,PastInfo_Fam,0.37,0.21
343,-0.16,PastVictim_PerfTheft,Knows_PWDay,0.36,0.2
722,-0.16,PastHelp_ConsOffice,FutureVictim_DDoS,0.19,0.03
425,0.16,PastVictim_Sidechannel,FutureInfo_TV,-0.09,0.07
416,-0.16,PastVictim_Sidechannel,PastVictim_Scareware,0.61,0.45
424,-0.16,PastVictim_Sidechannel,FutureVictim_SocMedHack,0.26,0.1
675,-0.16,PastHelp_CERTl,CyberThreat_KnownWebsites,0.14,-0.02
781,-0.16,PastHelp_PCShop,FutureVictim_Phishing,0.14,-0.02
706,-0.16,PastHelp_Manuf,FutureVictim_Ransomware,0.18,0.02
790,-0.16,PastHelp_PublicMed,FutureVictim_Sidechannel,0.23,0.07
794,-0.16,PastHelp_PublicMed,FutureVictim_Scareware,0.2,0.04
1174,-0.16,PastInfo_Publication,FutureVictim_Scareware,0.19,0.03
326,-0.16,PastVictim_DDoS,FutureVictim_CyStalk,0.32,0.16
487,-0.16,PastVictim_ShopScam,PastVictim_APT,0.5,0.34
371,-0.16,PastVictim_APT,Knows_Zitis,0.39,0.23
704,-0.16,PastHelp_Manuf,FutureVictim_CyBully,0.17,0.01
253,-0.16,Knows_CERTv,Knows_ACS,0.67,0.51
709,-0.16,PastHelp_Manuf,FutureVictim_Doxing,0.19,0.03
772,-0.16,PastHelp_PCShop,FutureVictim_APT,0.18,0.02
294,-0.16,Knows_CSECDay,CyberThreat_Danger,0.13,-0.03
1176,-0.16,PastInfo_Publication,FutureVictim_Phishing,0.1,-0.06
237,-0.16,Knows_MPI,FutureVictim_APT,0.13,-0.03
404,0.16,PastVictim_APT,FutureInfo_MicroBlog,0.04,0.2
758,-0.16,PastHelp_PCShop,Knows_CODE,0.21,0.05
278,-0.16,Knows_PWDay,Knows_DigDay,0.61,0.45
417,-0.16,PastVictim_Sidechannel,PastVictim_Phishing,0.62,0.46
230,-0.16,Knows_MPI,Knows_Athene,0.51,0.35
1170,-0.16,PastInfo_Publication,FutureVictim_APT,0.24,0.08
1085,-0.16,Uses_Camcover,PastVictim_Phishing,0.14,-0.02
1357,-0.16,Sum_Fear,FutureInfo_SoftwareSites,0.12,-0.04
1046,-0.16,Uses_VPN,Uses_MailEncryption,0.54,0.38
1020,-0.16,Uses_Spamfilter,Uses_MailEncryption,0.24,0.08
1373,-0.16,Sum_SecurityLevel,FutureVictim_CyBully,0.18,0.02
1349,-0.16,Sum_Fear,PastHelp_PCShop,0.22,0.06
117,-0.16,CyberThreat_Ignorance,CyberThreat_Education,0.28,0.12
931,0.16,FutureVictim_Spyware,FutureInfo_WarningApps,-0.02,0.14
1379,-0.16,Sum_SecurityLevel,FutureVictim_SocEng,0.19,0.03
907,-0.16,FutureVictim_Ransomware,FutureInfo_SoftwareSites,0.06,-0.1
119,-0.16,CyberThreat_FearCyberWar,CyberThreat_CyberWar,0.44,0.28
523,0.16,PastVictim_Spyware,Age,-0.23,-0.07
1378,-0.16,Sum_SecurityLevel,FutureVictim_Doxing,0.2,0.04
912,-0.16,FutureVictim_ShopScam,FutureInfo_SoftwareSites,0.06,-0.1
936,-0.16,FutureVictim_Phishing,FutureInfo_Publication,0.07,-0.09
1153,-0.16,PastInfo_Fam,Knows_PWDay,0.25,0.09
938,-0.16,FutureVictim_Doxing,CyberThreat_Danger,0.32,0.16
555,-0.16,PastVictim_Phishing,Knows_CODE,0.32,0.16
110,-0.15,CyberThreat_GERPreparedness,CyberThreat_Danger,0.01,-0.14
792,-0.15,PastHelp_PublicMed,FutureVictim_CyStalk,0.26,0.11
541,-0.15,PastVictim_Spyware,FutureVictim_SocMedHack,0.31,0.16
112,-0.15,CyberThreat_GERPreparedness,CyberThreat_FearCyberWar,0.1,-0.05
265,-0.15,Knows_CyberMonth,Knows_BSI,0.43,0.28
937,-0.15,FutureVictim_Phishing,FutureInfo_SoftwareSites,0.08,-0.07
885,-0.15,FutureVictim_APT,CyberThreat_Danger,0.37,0.22
33,-0.15,Usage_SmartWatch,PastInfo_Fam,0.17,0.02
392,-0.15,PastVictim_APT,PastHelp_PublicMed,0.4,0.25
393,-0.15,PastVictim_APT,PastHelp_IntExperts,0.36,0.21
252,-0.15,Knows_CERTv,Knows_Athene,0.63,0.48
337,-0.15,PastVictim_PerfTheft,CyberThreat_InformationSource,0.2,0.05
247,-0.15,Knows_CERTb,Knows_ACS,0.66,0.51
246,-0.15,Knows_CERTb,Knows_Athene,0.6,0.45
814,0.15,PastHelp_Forum,Income,0.05,0.2
691,-0.15,PastHelp_Police,FutureVictim_Sidechannel,0.16,0.01
1143,0.15,PastInfo_Fam,Age,-0.13,0.02
940,-0.15,FutureVictim_Doxing,CyberThreat_Risk4Individual,0.22,0.07
1041,-0.15,Uses_VPN,PastVictim_SocMedHack,0.19,0.04
39,-0.15,Usage_SmartCar,PastVictim_APT,0.43,0.28
1334,-0.15,Sum_Fear,Knows_BSI,0.23,0.08
733,-0.15,PastHelp_EmployerIT,Knows_Athene,0.22,0.07
332,-0.15,PastVictim_DDoS,FutureVictim_SocMedHack,0.24,0.09
606,-0.15,PastVictim_SocEng,Knows_CODE,0.42,0.27
1289,0.15,RelInfo_SecShopping,FutureVictim_CyStalk,-0.06,0.09
556,-0.15,PastVictim_Phishing,Knows_MPI,0.22,0.07
350,-0.15,PastVictim_PerfTheft,FutureVictim_DDoS,0.25,0.1
351,-0.15,PastVictim_PerfTheft,FutureVictim_Sidechannel,0.33,0.18
319,-0.15,PastVictim_DDoS,PastVictim_CyStalk,0.51,0.36
352,-0.15,PastVictim_PerfTheft,FutureVictim_CyStalk,0.29,0.14
354,-0.15,PastVictim_PerfTheft,FutureVictim_Scareware,0.27,0.12
986,-0.15,Uses_BackupMobile,FutureVictim_SocMedHack,0.22,0.07
1294,0.15,RelInfo_SecAccounts,PastInfo_WarningApps,0.01,0.16
40,-0.15,Usage_SmartCar,FutureVictim_Spyware,0.1,-0.05
1277,-0.15,RelInfo_DataBreakdown,FutureVictim_PerfTheft,0.16,0.01
1015,-0.15,Uses_Spamfilter,FutureVictim_CyBully,0.03,-0.12
1029,-0.15,Uses_MailEncryption,Sum_SecurityLevel,0.65,0.5
368,-0.15,PastVictim_APT,Knows_BSI,0.27,0.12
370,-0.15,PastVictim_APT,Knows_ProPK,0.35,0.2
48,-0.15,Usage_Console,CyberThreat_InformationSource,0.16,0.01
92,-0.15,Usage_SmartHeater,PastVictim_APT,0.42,0.27
378,-0.15,PastVictim_APT,Knows_ACS,0.43,0.28
283,-0.15,Knows_PWDay,FutureVictim_Scareware,0.12,-0.03
1372,-0.15,Sum_SecurityLevel,FutureVictim_Sidechannel,0.23,0.08
43,0.15,Usage_PC,Usage_Laptop,-0.22,-0.07
534,-0.15,PastVictim_Spyware,PastVictim_Phishing,0.69,0.54
817,-0.15,PastHelp_Forum,FutureVictim_Sidechannel,0.16,0.01
809,-0.15,PastHelp_PrivateMed,FutureVictim_DDoS,0.2,0.05
465,-0.15,PastVictim_IDTheft,PastVictim_APT,0.61,0.46
1163,-0.15,PastInfo_Press,PastHelp_Colleague,0.27,0.12
206,-0.15,Knows_HGI,Knows_CODE,0.75,0.6
205,-0.15,Knows_HGI,Knows_CISPA,0.59,0.44
142,-0.15,Knows_BKA,Knows_Athene,0.3,0.15
547,-0.15,PastVictim_Spyware,FutureInfo_SecAgencySites,0.09,-0.06
588,-0.15,PastVictim_Doxing,FutureVictim_Virus,0.2,0.05
467,-0.15,PastVictim_IDTheft,PastVictim_CyStalk,0.59,0.44
199,-0.15,Knows_HGI,CyberThreat_Danger,0.14,-0.01
466,-0.15,PastVictim_IDTheft,PastVictim_CyBully,0.51,0.36
584,-0.15,PastVictim_Doxing,PastHelp_PCShop,0.27,0.12
194,-0.15,Knows_CISPA,CyberThreat_GERCounterAttack,0.22,0.07
191,-0.15,Knows_Athene,CyberThreat_Danger,0.13,-0.02
655,-0.15,PastHelp_BSI,CyberThreat_KnownWebsites,0.17,0.02
1151,-0.15,PastInfo_Fam,Knows_Heise,0.19,0.04
146,-0.15,Knows_CERTl,CyberThreat_Danger,0.14,-0.01
645,-0.15,PastVictim_SocMedHack,PastVictim_Phishing,0.58,0.43
446,-0.15,PastVictim_CyStalk,Degree,0.11,-0.04
501,-0.15,PastVictim_Scareware,Knows_CERTb,0.26,0.11
449,-0.15,PastVictim_CyStalk,CyberThreat_CyberWar,0.13,-0.02
151,-0.15,Knows_CERTl,Knows_Athene,0.62,0.47
625,-0.15,PastVictim_SocEng,PastHelp_IntExperts,0.32,0.17
888,-0.15,FutureVictim_APT,FutureInfo_SecNewSites,0.09,-0.06
882,-0.15,FutureVictim_PerfTheft,FutureVictim_APT,0.8,0.65
1209,-0.15,PastInfo_SecSoftwareSites,FutureVictim_APT,0.21,0.06
886,-0.15,FutureVictim_APT,CyberThreat_Risk4Individual,0.25,0.1
846,-0.15,PastHelp_IntExperts,FutureVictim_Phishing,0.13,-0.02
1363,-0.15,Sum_SecurityLevel,PastVictim_ShopScam,0.13,-0.02
223,-0.15,Knows_Kastel,Knows_CISPA,0.54,0.39
1321,-0.15,Sum_institution_knowledge,PastHelp_PCShop,0.23,0.08
412,-0.15,PastVictim_Sidechannel,PastVictim_PerfTheft,0.75,0.6
224,-0.15,Knows_Kastel,Knows_CODE,0.74,0.59
219,-0.15,Knows_Kastel,Knows_BSI,0.41,0.26
1194,-0.14,PastInfo_SecNewSites,PastInfo_Fam,0.28,0.14
1082,0.14,Uses_AppUpdates,RelInfo_ImportantUpdate,0.34,0.48
716,-0.14,PastHelp_Provider,FutureVictim_Sidechannel,0.21,0.07
1270,-0.14,RelInfo_SecGap,FutureVictim_Doxing,0.16,0.02
415,-0.14,PastVictim_Sidechannel,PastVictim_IDTheft,0.63,0.49
1010,-0.14,Uses_Spamfilter,PastVictim_CyBully,-0.03,-0.17
1050,-0.14,Uses_PWManager,Knows_CSECDay,0.26,0.12
1058,-0.14,Uses_2FA,PastHelp_CERTl,0.18,0.04
613,-0.14,PastVictim_SocEng,Knows_PWDay,0.28,0.14
1014,-0.14,Uses_Spamfilter,FutureVictim_PerfTheft,0.04,-0.1
444,-0.14,PastVictim_CyBully,PastInfo_SecNewSites,0.23,0.09
1279,-0.14,RelInfo_DataBreakdown,RelInfo_BestPractice,0.58,0.44
359,-0.14,PastVictim_PerfTheft,PastInfo_Fam,0.23,0.09
1191,-0.14,PastInfo_SecNewSites,Knows_CODE,0.36,0.22
442,-0.14,PastVictim_CyBully,FutureVictim_DDoS,0.23,0.09
1235,-0.14,PastInfo_Newsletter,FutureVictim_APT,0.21,0.07
684,-0.14,PastHelp_CERTl,PastHelp_BSI,0.68,0.54
21,-0.14,Usage_Tablet,Knows_Athene,0.24,0.1
1095,-0.14,Uses_Camcover,PastInfo_InstalledSoftware,0.28,0.14
456,-0.14,PastVictim_CyStalk,PastHelp_EmployerIT,0.23,0.09
996,-0.14,Uses_FirewallMobile,Uses_BackupMobile,0.42,0.28
1210,-0.14,PastInfo_SecSoftwareSites,FutureVictim_Sidechannel,0.18,0.04
723,-0.14,PastHelp_ConsOffice,FutureVictim_PerfTheft,0.12,-0.02
66,-0.14,Usage_Console,PastHelp_PCShop,0.09,-0.05
696,-0.14,PastHelp_Police,FutureVictim_SocEng,0.15,0.01
997,-0.14,Uses_FirewallMobile,Uses_FileEncryption,0.41,0.27
719,-0.14,PastHelp_ConsOffice,CyberThreat_KnownWebsites,0.18,0.04
25,-0.14,Usage_Tablet,PastInfo_Fam,0.15,0.01
1118,-0.14,Uses_SafeSearchEng,Knows_Athene,0.34,0.2
461,-0.14,PastVictim_CyStalk,PastInfo_SecNewSites,0.25,0.11
361,0.14,PastVictim_APT,Age,-0.25,-0.11
697,-0.14,PastHelp_Police,FutureVictim_SocMedHack,0.17,0.03
1207,-0.14,PastInfo_SecSoftwareSites,FutureVictim_DDoS,0.19,0.05
1272,-0.14,RelInfo_SecGap,FutureVictim_SocMedHack,0.18,0.04
1383,-0.14,Sum_SecurityLevel,PastInfo_SocialMedia,0.21,0.07
1066,0.14,Uses_OSUpdates,Usage_Smartphone,-0.03,0.11
665,-0.14,PastHelp_BSI,FutureVictim_APT,0.18,0.04
385,-0.14,PastVictim_APT,PastHelp_BSI,0.3,0.16
420,-0.14,PastVictim_Sidechannel,FutureVictim_Virus,0.19,0.05
1054,-0.14,Uses_PWManager,PastInfo_Fam,0.2,0.06
32,-0.14,Usage_SmartWatch,PastHelp_PublicMed,0.2,0.06
1017,-0.14,Uses_Spamfilter,FutureVictim_SocEng,0.05,-0.09
428,-0.14,PastVictim_Spam,PastVictim_Sidechannel,0.12,-0.02
674,-0.14,PastHelp_CERTl,CyberThreat_Danger,0.13,-0.01
621,-0.14,PastVictim_SocEng,PastHelp_Police,0.12,-0.02
423,-0.14,PastVictim_Sidechannel,FutureVictim_Spyware,0.2,0.06
390,-0.14,PastVictim_APT,PastHelp_EmployerIT,0.32,0.18
1073,-0.14,Uses_OSUpdates,PastInfo_InstalledSoftware,0.31,0.17
532,-0.14,PastVictim_Spyware,PastVictim_PerfTheft,0.57,0.43
552,-0.14,PastVictim_Phishing,Knows_Zitis,0.24,0.1
434,-0.14,PastVictim_CyBully,CyberThreat_Education,0.17,0.03
1105,-0.14,Uses_CloudBackup,PastVictim_Spyware,0.15,0.01
1035,-0.14,Uses_VPN,PastVictim_CyBully,0.16,0.02
1229,-0.14,PastInfo_Messenger,PastHelp_Colleague,0.26,0.12
374,-0.14,PastVictim_APT,Knows_HGI,0.49,0.35
373,-0.14,PastVictim_APT,Knows_CISPA,0.4,0.26
372,-0.14,PastVictim_APT,Knows_Athene,0.42,0.28
398,-0.14,PastVictim_APT,FutureVictim_SocMedHack,0.23,0.09
8,-0.14,Usage_Laptop,FutureVictim_SocEng,0.12,-0.02
1213,-0.14,PastInfo_SecSoftwareSites,FutureVictim_SocEng,0.18,0.04
49,-0.14,Usage_Console,CyberThreat_CyberWar,0.07,-0.07
1384,-0.14,Sum_SecurityLevel,PastInfo_Podcast,0.32,0.18
20,0.14,Usage_Smartphone,RelInfo_SecBanking,-0.02,0.12
15,-0.14,Usage_MobilePhone,Knows_BSI,0.17,0.03
1061,-0.14,Uses_2FA,PastHelp_IntExperts,0.2,0.06
560,-0.14,PastVictim_Phishing,Knows_PWDay,0.22,0.08
729,-0.14,PastHelp_ConsOffice,FutureVictim_SocMedHack,0.15,0.01
1168,-0.14,PastInfo_Publication,FutureVictim_DDoS,0.2,0.06
901,-0.14,FutureVictim_IDTheft,FutureVictim_CyBully,0.65,0.51
507,-0.14,PastVictim_Scareware,PastVictim_CyBully,0.44,0.3
1244,-0.14,FutureInfo_Publication,CyberThreat_Ignorance,0.03,-0.11
578,-0.14,PastVictim_Doxing,Knows_BSI,0.21,0.07
834,-0.14,PastHelp_IntExperts,FutureVictim_Virus,0.15,0.01
226,-0.14,Knows_Kastel,Knows_CERTb,0.61,0.47
227,-0.14,Knows_Kastel,Knows_CERTv,0.67,0.53
832,-0.14,PastHelp_IntExperts,PastHelp_Influencer,0.54,0.4
629,-0.14,PastVictim_SocEng,FutureVictim_Scareware,0.3,0.16
134,-0.14,Knows_BSI,CyberThreat_Uninformed,-0.1,-0.24
133,-0.14,Knows_BSI,CyberThreat_Danger,0.2,0.06
129,-0.14,Knows_ENISA,Knows_CERTb,0.61,0.47
1169,-0.14,PastInfo_Publication,FutureVictim_PerfTheft,0.2,0.06
821,-0.14,PastHelp_Forum,FutureVictim_SocMedHack,0.16,0.02
238,-0.14,Knows_MPI,FutureVictim_Sidechannel,0.12,-0.02
926,-0.14,FutureVictim_Spyware,FutureVictim_Phishing,0.81,0.67
815,-0.14,PastHelp_Forum,CyberThreat_KnownWebsites,0.05,-0.09
241,-0.14,Knows_ACS,CyberThreat_Danger,0.11,-0.03
928,-0.14,FutureVictim_Spyware,FutureVictim_SocMedHack,0.72,0.58
245,-0.14,Knows_CERTb,Knows_BKA,0.32,0.18
1313,-0.14,RelInfo_Tutorial,RelInfo_TechSupport,0.73,0.59
251,-0.14,Knows_CERTv,CyberThreat_FearCyberWar,0.17,0.03
116,-0.14,CyberThreat_SelfDefense,CyberThreat_GERCounterAttack,0.17,0.03
589,-0.14,PastVictim_Doxing,FutureVictim_DDoS,0.3,0.16
844,-0.14,PastHelp_IntExperts,FutureVictim_Scareware,0.17,0.03
899,-0.14,FutureVictim_CyStalk,FutureVictim_CyBully,0.84,0.7
847,-0.14,PastHelp_IntExperts,FutureVictim_Doxing,0.17,0.03
164,-0.14,Knows_CAZ,Knows_Athene,0.59,0.45
158,-0.14,Knows_Europol,FutureVictim_CyStalk,0.12,-0.02
883,0.14,FutureVictim_PerfTheft,FutureInfo_TV,-0.11,0.03
155,-0.14,Knows_Europol,Knows_CyberMonth,0.37,0.23
891,-0.14,FutureVictim_Sidechannel,FutureVictim_DDoS,0.74,0.6
502,-0.14,PastVictim_Scareware,Knows_CERTv,0.32,0.18
176,-0.14,Knows_Zitis,Knows_BKA,0.34,0.2
150,-0.14,Knows_CERTl,Knows_CAZ,0.63,0.49
179,-0.14,Knows_Zitis,Knows_CAZ,0.65,0.51
148,-0.14,Knows_CERTl,Knows_BSI,0.5,0.36
147,-0.14,Knows_CERTl,CyberThreat_InformationSource,0.3,0.16
182,-0.14,Knows_Zitis,Knows_CISPA,0.55,0.41
870,-0.14,FutureVictim_Virus,FutureVictim_SocMedHack,0.7,0.56
862,-0.14,PastHelp_Colleague,Knows_PWDay,0.23,0.09
188,-0.14,Knows_Zitis,FutureVictim_CyStalk,0.21,0.07
189,-0.14,Knows_Zitis,FutureVictim_Scareware,0.11,-0.03
1327,-0.14,Sum_Victim,PastVictim_Spyware,0.64,0.5
859,-0.14,PastHelp_Colleague,Knows_BKA,0.2,0.06
497,-0.14,PastVictim_Scareware,Knows_CAZ,0.24,0.1
1336,-0.14,Sum_Fear,Knows_Europol,0.23,0.09
1162,-0.14,PastInfo_Fam,FutureVictim_SocMedHack,0.2,0.06
1150,-0.14,PastInfo_Fam,Knows_CERTb,0.22,0.08
849,-0.14,PastHelp_IntExperts,FutureVictim_SocMedHack,0.15,0.01
806,-0.14,PastHelp_PrivateMed,PastHelp_Police,0.29,0.15
1345,-0.14,Sum_Fear,PastHelp_Police,0.16,0.02
803,-0.14,PastHelp_PrivateMed,Knows_CyberMonth,0.33,0.19
89,-0.14,Usage_SmartHeater,Knows_CSECDay,0.31,0.17
1354,-0.14,Sum_Fear,PastHelp_Colleague,0.29,0.15
86,-0.14,Usage_SmartHeater,Knows_HGI,0.36,0.22
84,-0.14,Usage_SmartHeater,Knows_Zitis,0.27,0.13
