BEREINIGEN;i_NUMBER;i_TAN;i_START;i_END;i_TIME;i_STATUS;i_ST_TXT;current_Q;FZustimmung;F2;F3;F4;F5;F6;F7A1_1;F7A2_1;F7A3_1;F7A4_1;F7A5_1;F7A6_1;F7A7_1;F7A8_1;F7A9_1;F7A10_1;F7A11_1;F7A12_1;F8A1_1;F8A2_1;F8A3_1;F8A4_1;F8A5_1;F8A6_1;F8A7_1;F8A8_1;F8A9_1;F8A10_1;F8A11_1;F8A12_1;F8A13_1;F8A14_1;F8A15_1;F8A16_1;F8A17_1;F8A18_1;F9A1_1;F9A2_1;F9A3_1;F9A4_1;F9A5_1;F9A6_1;F9A7_1;F9A8_1;F9A9_1;F9A10_1;F9A11_1;F9A12_1;F9A13_1;F9A14_1;F9A15_1;F9A16_1;F9A17_1;F9A18_1;F9A19_1;F9A20_1;F9A21_1;F9A22_1;F9A23_1;F10A1_1;F10A2_1;F10A3_1;F10A4_1;F10A5_1;F10A6_1;F10A7_1;F10A8_1;F10A9_1;F10A10_1;F10A11_1;F10A12_1;F10A13_1;F10A14_1;F10A15_1;F10A16_1;F10A17_1;F11A1_1;F11A2_1;F11A3_1;F11A4_1;F11A5_1;F11A6_1;F11A7_1;F11A8_1;F11A9_1;F11A10_1;F11A11_1;F11A12_1;F11A13_1;F11A14_1;F11A15_1;F11A16_1;F12A1_1;F12A2_1;F12A3_1;F12A4_1;F12A5_1;F12A6_1;F12A7_1;F12A8_1;F12A9_1;F12A10_1;F12A11_1;F12A12_1;F12A13_1;F12A14_1;F12A15_1;F12A16_1;F12A17_1;F13A1_1;F13A2_1;F13A3_1;F13A4_1;F13A5_1;F13A6_1;F13A7_1;F13A8_1;F13A9_1;F13A10_1;F13A11_1;F13A12_1;F13A13_1;F13A14_1;F13A15_1;F13A16_1;F13A17_1;F13A18_1;F13A19_1;F13A20_1;F13A21_1;F13A22_1;F13A23_1;F13A24_1;F13A25_1;F13A26_1;F13A27_1;F13A28_1;F14A1_1;F14A2_1;F14A3_1;F14A4_1;F14A5_1;F14A6_1;F14A7_1;F14A8_1;F14A9_1;F14A10_1;F14A11_1;F14A12_1;F14A13_1;F14A14_1;F14A15_1;F14A16_1;F14A17_1;F14A18_1;F14A19_1;F15A1;F15A2;F15A3;F15A4;F15A5;F15A6;F15A7;F15A8;F15A9;F15A10;F15A11;F15A12;F15A13;F15A14;F15A15;F15A16;F15A17;F15A18;F15A19;F16A1_1;F16A2_1;F16A3_1;F16A4_1;F16A5_1;F16A6_1;F16A7_1;F16A8_1;F16A9_1;F16A10_1;F16A11_1;F16A12_1;F16A13_1;F16A14_1;F16A15_1;F16A16_1;F16A17_1;F16A18_1;F16A19_1;F17A1_1;F17A2_1;F17A3_1;F17A4_1;F17A5_1;F17A6_1;F17A7_1;F17A8_1;F17A9_1;F17A10_1;F17A11_1;F17A12_1;F18A1_1;F18A2_1;F18A3_1;F18A4_1;F18A5_1;F18A6_1;F18A7_1;F18A8_1;F18A9_1;F18A10_1;F18A11_1;F18A12_1;F19A1_1;F19A2_1;F19A3_1;F19A4_1;F19A5_1;F19A6_1;F19A7_1;F19A8_1;F19A9_1;F20A1_1;F20A2_1;F20A3_1;F20A4_1;F20A5_1;F20A6_1;F20A7_1;F20A8_1
0.00;8728;8728;09.05.2023 09:17;09.05.2023 09:29;690;5;;21;1;7;2;4;10;4;1;1;2;2;1;1;4;4;2;1;1;1;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;4;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;3;1;1;1;1;1;1;1;1;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1;1;5;5;1;5;1;1;1;1;1;3;5;5;1;1;1;1;1;5;5;5;5;5;1;1;1;2;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;1;3;3;3;3;1;1;1;1;2;1;2;1;1;1;2;1;1;2;3;3;4;3;3;5;3;4;4;6;5;5;5;3;4;3;3
0.00;8729;8729;09.05.2023 09:18;09.05.2023 09:28;598;5;;21;1;4;2;4;10;6;2;2;4;2;1;1;1;2;2;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;4;1;1;1;1;6;2;2;1;4;1;4;1;4;1;2;5;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;2;4;4;4;4;4;5;4;4;4;3;3;4;4;4;4;4;5;5;5;4;5;4;4;2;5;2;2;3;2;3;4;5;2;1;1;4;3;2;5;5;3;5;3;1;1;2;2;4;1;3;3;2;3;3;3;3;2;2;3;3;2;2;3;5;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;3;3;3;4;3;2;3;3;4;3;2;3;3;3;3;1;3;3;4;4;3;3;4;5;2;3;3;3;4;2;2;2;2;2;2;1;1;2;1;2;1;4;5;2;2;5;5;3;4;3;4;4;5;4;4;4;4;3
0.00;8731;8731;09.05.2023 09:19;09.05.2023 09:35;943;5;;21;1;7;1;4;3;6;4;1;3;2;1;1;3;4;1;1;1;1;3;3;3;3;4;2;2;4;4;4;4;2;4;4;3;3;2;3;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;5;1;1;1;1;6;1;1;2;5;1;1;1;1;1;1;1;1;1;3;3;2;1;1;1;1;1;1;1;1;4;3;2;4;1;1;2;1;5;2;1;1;4;3;1;4;1;1;1;4;1;1;1;1;1;1;1;2;1;2;1;1;5;3;5;3;4;1;1;2;1;2;4;2;4;3;1;1;1;4;1;1;2;1;1;1;3;1;1;2;1;1;2;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;3;3;5;3;3;5;5;5;3;3;3;5;5;5;3;3;3;3;1;2;2;3;3;3;3;3;3;3;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;3;1;1;4;1;4;1;6;5;5;5;5;6;5;5
0.00;8732;8732;09.05.2023 09:20;09.05.2023 09:28;497;5;;21;1;7;2;6;1;7;1;2;2;1;1;1;3;3;2;1;1;1;4;5;4;4;4;3;2;4;4;5;4;3;4;4;1;4;2;2;2;4;4;1;3;1;2;1;1;3;1;1;2;3;3;4;3;3;2;2;1;2;2;3;2;2;2;2;3;2;2;2;2;4;2;2;2;2;2;3;3;2;3;4;4;4;1;4;2;2;3;3;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;4;4;2;2;5;2;2;1;1;3;4;5;5;5;3;4;1;2;2;5;4;4;2;1;1;1;1;3;4;3;2;2;3;3;4;2;2;2;2;2;3;1;2;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;4;2;2;4;4;3;4;2;2;1;1;1;1;2;2;1;1;2;2;2;2;4;4;2;5;4;2;5;2;4;7;6;6;7;5;5;5;5
1.00;8733;8733;09.05.2023 09:21;09.05.2023 09:30;535;5;;21;1;7;2;4;6;4;4;1;4;2;1;1;1;1;1;1;1;1;3;3;3;3;3;2;3;3;4;1;3;3;2;2;3;3;3;1;2;3;2;3;3;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;5;3;3;2;3;1;3;3;3;3;3;4;5;3;3;1;1;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0.00;8734;8734;09.05.2023 09:21;09.05.2023 10:40;4749;5;;21;1;6;1;6;10;4;3;1;2;1;1;1;1;2;1;1;1;1;4;3;4;4;5;2;1;3;5;4;3;3;5;3;3;4;1;4;2;4;4;2;4;2;2;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;2;3;2;2;2;4;2;2;2;2;2;2;1;1;2;2;2;5;3;5;5;5;4;5;3;5;3;1;2;1;5;4;2;6;6;2;3;3;5;2;2;3;4;4;3;4;5;3;3;4;3;1;1;1;5;4;1;5;1;1;1;1;1;4;4;3;1;2;3;3;3;5;5;3;4;4;2;4;1;4;4;1;3;4;2;1;2;2;1;1;2;1;3;2;1;3;3;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;5;5;5;5;5;3;3;4;3;4;3;4;4;5;4;4;5;2;2;2;5;1;3;5;5;3;3;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;3;5;3;2;6;3;5;2;5;5;7;7;6;7;5;5
0.00;8735;8735;09.05.2023 09:21;09.05.2023 09:39;1069;5;;21;1;7;1;4;7;6;4;1;3;1;4;1;1;4;1;1;1;1;2;5;5;3;2;4;4;1;2;4;1;5;3;1;1;4;1;4;3;5;5;3;4;4;4;2;2;1;1;1;1;4;2;1;3;4;2;5;3;3;2;2;2;1;2;1;6;2;2;2;2;2;2;2;1;2;2;2;3;1;4;4;5;3;1;1;4;2;5;5;1;3;1;4;3;2;1;1;1;5;2;2;2;1;1;2;3;2;2;1;2;5;5;1;1;5;1;1;5;1;1;1;1;5;5;5;5;5;5;4;1;5;5;5;5;5;5;1;1;1;4;5;5;4;3;4;4;5;3;1;3;3;5;5;5;1;5;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;4;1;1;1;4;1;1;3;3;5;5;2;1;2;1;2;1;2;2;1;1;2;2;2;2;6;6;5;6;6;1;6;3;6;7;7;7;7;4;7;6;4
0.00;8738;8738;09.05.2023 09:24;09.05.2023 09:35;658;5;;21;1;5;1;4;10;2;2;2;2;1;1;1;1;2;1;2;1;2;3;5;4;3;4;2;3;2;4;3;3;4;3;4;3;3;3;2;1;2;4;1;4;2;2;2;2;1;1;1;2;3;1;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;2;3;1;1;1;2;2;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;2;1;1;4;1;1;1;1;1;1;5;5;3;3;5;5;2;4;3;2;2;3;3;5;5;3;4;3;3;3;3;5;5;4;5;4;2;3;1;4;4;1;3;4;1;1;2;5;3;1;2;2;4;2;1;1;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;5;4;5;5;3;5;5;5;5;5;4;4;5;4;4;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;5;6;4;4;4;5;5;4;5;4;6;5;5;7;7;6;6
1.00;8739;8739;09.05.2023 09:24;09.05.2023 09:33;565;5;;21;1;7;2;4;7;6;2;1;3;2;1;1;1;4;1;1;1;1;4;5;3;4;4;4;3;3;1;3;2;4;5;4;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;2;2;3;3;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;4;5;5;5;1;5;1;1;1;1;1;5;5;5;1;4;1;3;3;5;5;4;5;4;1;1;1;1;1;1;3;1;1;1;1;5;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;1;1;3;3;3;5;3;3;3;3;3;2;1;2;1;2;2;1;1;1;2;2;2;1;1;4;4;1;4;3;4;1;5;7;5;6;6;6;5;6
0.00;8742;8742;09.05.2023 09:25;09.05.2023 09:41;960;5;;21;1;7;1;7;15;7;2;1;3;3;4;2;1;1;1;1;1;1;3;4;4;4;4;2;4;4;3;3;3;3;4;3;4;2;2;2;1;2;3;2;2;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;3;2;2;2;2;6;2;2;2;2;2;2;1;2;2;2;2;1;1;2;3;3;1;1;5;1;1;1;1;1;2;4;3;4;3;3;4;4;5;3;4;3;4;3;3;4;4;2;3;3;5;1;1;1;5;1;3;5;1;1;3;2;2;5;5;5;1;3;3;3;3;5;5;2;5;4;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;4;4;2;4;5;4;3;1;1;3;3;4;4;4;4;3;3;1;1;3;5;2;3;5;5;5;5;4;3;1;1;2;2;1;2;1;2;2;1;2;2;3;2;4;3;3;4;3;4;3;4;6;5;5;4;5;4;4
0.00;8744;8744;09.05.2023 09:26;09.05.2023 09:35;535;5;;21;1;7;2;4;10;7;3;3;4;4;4;1;3;4;1;1;1;4;5;5;4;5;4;4;4;4;4;5;4;5;5;5;4;4;5;4;3;3;3;2;4;3;2;3;4;2;3;3;4;4;3;2;4;2;3;3;2;3;2;5;4;4;4;4;4;4;2;4;4;4;4;4;2;5;5;4;3;4;1;3;4;4;3;3;2;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;5;3;3;3;2;3;3;3;4;3;2;3;3;4;3;2;2;2;3;4;2;2;3;3;2;3;3;3;3;3;3;3;3;2;3;2;2;2;2;3;2;3;2;2;2;2;4;2;2;3;3;1;1;3;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;2;2;3;3;3;3;3;4;2;3;3;4;2;3;3;3;2;4;3;3;3;2;2;2;3;3;2;3;1;1;1;2;1;2;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;4;4;4;5;3;5
0.00;8745;8745;09.05.2023 09:27;09.05.2023 09:40;800;5;;21;1;7;1;4;2;7;1;2;2;3;2;1;1;1;1;1;1;2;5;5;5;4;4;2;1;3;2;4;1;5;5;4;3;2;1;2;2;1;3;1;4;1;3;1;1;3;1;1;1;4;1;1;1;3;1;1;2;1;2;4;2;1;1;1;4;2;2;2;4;2;4;6;1;1;4;1;1;1;5;3;3;3;1;1;1;1;3;1;1;1;2;3;6;5;1;1;1;5;5;3;4;5;5;5;5;6;4;5;5;5;5;5;5;5;5;2;5;5;1;5;5;5;5;5;5;1;5;1;5;4;5;5;4;5;5;1;1;1;1;3;1;1;1;3;3;3;3;2;2;2;4;3;4;2;5;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;4;1;1;1;1;1;1;3;1;2;2;3;3;2;2;2;2;2;2;2;1;2;2;2;2;4;5;1;5;4;1;4;4;4;7;7;7;7;7;7;7;7
0.00;8746;8746;09.05.2023 09:27;09.05.2023 09:46;1144;5;;21;1;7;2;4;7;4;2;1;2;1;3;1;2;4;1;1;1;1;3;4;3;4;4;2;3;3;3;3;3;3;3;3;3;4;4;2;2;2;5;1;3;1;5;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;4;1;2;1;1;1;5;2;1;1;3;1;1;3;2;2;3;2;3;1;1;2;3;3;1;1;1;1;1;3;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;5;4;1;1;5;5;1;5;5;1;2;1;3;5;2;2;1;4;4;4;4;4;5;4;5;1;1;2;1;1;2;1;1;1;1;1;2;3;1;1;1;2;2;2;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;4;2;4;4;4;2;4;4;3;1;3;4;3;5;4;5;4;4;3;2;2;4;4;3;2;4;4;5;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;3;4;4;4;5;4;5;4;6;6;6;4;5;6;6;6
0.00;8747;8747;09.05.2023 09:28;09.05.2023 10:04;2149;5;;21;1;7;2;4;10;3;1;2;2;2;1;1;3;4;1;1;1;1;4;1;4;3;4;2;2;4;5;2;4;2;4;4;2;4;2;2;1;3;3;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;1;1;1;1;5;2;2;2;2;2;2;1;2;2;2;2;4;5;3;4;2;4;3;4;4;1;1;4;4;5;1;1;1;4;1;3;1;5;2;3;3;3;2;2;2;2;3;2;1;3;1;1;1;3;1;1;1;1;1;1;1;4;1;3;1;1;1;1;1;1;3;3;3;2;1;1;5;3;4;3;1;4;3;1;1;3;1;1;1;1;1;1;2;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;5;4;5;3;1;3;1;4;4;1;3;4;4;2;2;5;5;2;1;5;5;3;3;1;1;1;1;2;1;2;2;1;1;1;1;2;2;1;1;6;4;6;6;1;6;1;4;7;7;5;7;6;5;5
0.00;8748;8748;09.05.2023 09:28;09.05.2023 10:04;2168;5;;21;1;7;1;7;16;4;3;2;1;1;1;1;2;2;1;1;1;1;1;1;2;3;5;1;4;4;3;3;2;4;5;1;2;2;1;1;1;2;4;1;4;1;3;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;6;5;1;4;1;1;2;2;1;3;1;3;1;4;4;1;1;3;1;5;2;6;2;4;3;6;3;2;6;2;3;3;4;5;5;3;6;1;1;3;1;1;1;1;5;1;5;4;5;1;1;5;5;5;1;3;2;1;5;5;2;1;5;2;2;4;2;2;4;2;4;1;2;1;5;1;1;4;3;1;1;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;5;4;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5;3;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;5;5;4;4;5;1;6;3;5;7;7;7;7;7;7;7;7
0.00;8749;8749;09.05.2023 09:29;09.05.2023 10:11;2507;5;;21;1;7;2;7;3;3;2;2;1;1;1;1;1;1;1;1;1;1;3;3;4;3;1;2;1;3;3;2;4;1;2;2;3;2;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;4;1;6;2;1;1;2;2;4;1;4;2;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;5;2;2;3;3;2;3;1;4;1;1;2;3;1;1;1;5;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;5;5;2;3;4;1;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;4;3;1;1;4;3;1;3;4;4;4;4;1;3;3;4;5;3;3;5;3;2;5;5;1;1;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;1;1;1;4;1;7;7;7;6;6;6;5;6
0.00;8751;8751;09.05.2023 09:29;09.05.2023 09:54;1457;5;;21;1;7;1;4;3;1;1;1;2;1;1;1;4;2;1;1;1;1;3;5;2;4;4;1;3;3;4;3;4;3;5;3;3;1;4;1;1;3;2;1;2;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;5;1;1;1;4;6;1;1;4;5;5;5;1;1;1;1;1;1;1;1;3;2;2;1;3;1;1;2;1;1;3;3;2;5;4;1;1;1;6;3;3;2;2;3;2;5;3;2;2;3;5;3;2;3;5;1;1;2;1;1;2;2;3;3;3;3;2;2;1;2;2;1;4;2;1;3;1;2;1;3;2;1;2;1;1;1;3;2;1;1;1;2;2;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;5;4;4;4;4;5;4;4;4;3;5;5;4;5;5;5;3;4;1;1;1;5;5;2;5;2;5;2;1;1;1;1;2;1;2;2;1;2;2;1;2;2;3;3;6;5;3;5;5;5;5;7;7;7;6;6;7;7;6
0.00;8752;8752;09.05.2023 09:30;09.05.2023 10:02;1940;5;;21;1;7;1;6;10;3;4;1;4;1;1;1;4;1;1;1;1;1;4;5;3;4;3;1;1;4;5;2;4;1;4;4;5;2;4;5;1;2;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;2;1;1;1;6;2;2;1;3;3;3;4;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;4;1;1;1;1;1;1;1;5;1;2;1;5;1;1;1;2;2;1;1;2;2;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;2;4;5;5;3;4;5;5;5;5;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7
0.00;8754;8754;09.05.2023 09:32;09.05.2023 09:49;1031;5;;21;1;7;1;5;1;7;2;1;2;2;2;1;1;3;1;2;4;2;4;4;3;5;4;2;3;2;4;3;2;4;4;3;2;2;3;2;2;2;4;1;3;2;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;3;1;2;2;2;3;2;1;2;2;1;4;4;3;2;4;3;4;2;4;3;4;4;4;4;4;4;4;3;4;1;1;5;3;2;5;3;1;3;3;5;4;5;5;1;3;4;5;1;5;5;3;5;3;1;4;1;3;2;1;3;3;1;2;2;2;1;1;1;1;1;1;1;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;3;5;4;3;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2;2;4;3;2;4;3;3;3;3;2;1;1;2;2;2;2;1;2;2;1;2;2;3;3;4;3;3;4;3;4;4;7;7;7;7;7;6;7;7
0.00;8755;8755;09.05.2023 09:33;09.05.2023 10:00;1601;5;;21;1;7;1;4;15;5;4;1;4;2;1;1;1;3;1;1;1;1;3;5;4;3;3;5;5;2;3;5;2;5;4;3;3;4;4;4;3;2;5;3;2;3;4;2;3;4;2;2;3;2;2;2;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;2;3;2;4;3;3;2;1;3;2;2;2;5;4;4;4;2;1;2;4;2;4;4;2;2;2;4;2;4;4;5;5;5;1;5;5;1;5;2;1;1;1;3;3;5;5;5;5;1;1;1;5;5;4;5;5;1;3;1;3;4;1;3;4;5;3;5;5;1;1;1;3;1;3;1;3;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;4;5;4;5;3;4;5;5;4;5;4;4;5;5;4;4;4;5;4;3;3;3;5;2;3;5;5;2;2;3;3;1;1;1;1;2;1;1;1;1;1;1;2;4;4;5;4;4;5;5;4;4;7;7;7;7;7;7;7;7
0.00;8760;8760;09.05.2023 09:35;09.05.2023 09:54;1106;5;;21;1;7;1;4;1;5;2;1;2;2;2;2;2;2;1;1;1;1;3;3;2;4;3;1;3;4;3;4;3;4;4;3;5;1;1;5;2;3;2;3;3;2;2;2;2;2;1;2;2;3;2;2;2;2;2;2;1;2;2;1;1;1;1;4;1;1;1;1;6;1;4;5;5;1;1;1;1;3;3;3;3;3;1;3;1;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;1;3;3;3;2;5;2;2;3;2;1;5;3;5;3;2;3;3;3;3;3;5;1;2;1;1;1;1;1;1;1;3;1;2;3;1;1;1;1;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;4;4;4;4;4;4;4;4;5;4;4;4;5;3;4;4;1;1;1;3;1;1;3;2;3;2;2;1;1;2;1;1;1;2;1;2;2;1;2;2;3;4;2;2;3;2;3;3;4;2;6;4;5;5;5;5;5
0.00;8764;8764;09.05.2023 09:39;09.05.2023 10:12;1949;5;;21;1;5;1;6;10;6;3;2;3;2;1;1;1;1;1;1;1;3;2;5;3;4;3;2;2;5;4;4;5;1;2;1;1;3;2;2;2;2;4;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;2;2;2;2;6;2;2;2;4;2;5;2;2;2;2;2;1;1;1;1;1;1;1;3;2;1;2;3;1;3;1;4;4;1;2;1;1;6;1;2;2;2;2;2;1;2;1;1;1;5;5;1;1;5;5;1;5;1;1;1;1;1;2;1;2;3;3;1;1;3;5;5;3;3;3;1;1;2;3;2;1;2;1;1;1;1;3;1;1;1;1;1;2;1;1;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;4;5;4;5;5;5;1;3;5;2;4;5;4;4;5;3;2;2;3;5;3;3;5;3;3;3;2;1;1;1;1;1;2;2;1;1;1;1;1;1;3;3;2;3;2;6;4;6;4;7;5;7;6;4;6;4;6
0.00;8765;8765;09.05.2023 09:40;09.05.2023 09:56;936;5;;21;1;7;1;4;7;5;2;4;1;1;1;1;2;2;1;1;1;1;4;4;4;4;4;2;4;3;3;2;3;4;4;4;2;3;4;4;2;2;4;1;4;1;2;1;1;1;1;2;2;2;1;2;2;1;1;3;2;1;2;1;2;2;2;2;6;2;2;2;4;2;5;2;2;2;2;2;1;1;2;2;2;3;1;2;1;2;1;1;1;4;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;4;3;3;4;4;3;3;5;4;2;2;4;3;4;4;4;2;3;4;4;3;4;5;2;4;4;1;2;1;4;2;1;2;2;1;1;2;1;2;1;4;4;4;3;2;3;3;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;3;4;2;1;5;5;5;4;1;1;2;1;1;2;2;2;1;2;2;2;1;2;4;4;5;4;4;4;5;4;4;4;7;7;7;6;6;6;6
0.00;8766;8766;09.05.2023 09:41;09.05.2023 09:54;774;5;;21;1;4;2;6;1;5;4;1;4;3;1;1;4;4;1;1;1;1;4;1;2;5;2;2;2;4;4;2;4;3;2;3;3;2;4;4;1;1;4;1;3;1;1;1;1;3;1;1;1;3;1;1;1;3;1;1;1;2;2;2;2;2;2;2;6;2;2;2;5;2;1;1;2;2;2;2;1;1;3;4;3;5;5;4;2;1;3;1;1;4;5;1;6;6;1;6;5;6;5;6;5;5;4;5;6;5;5;5;5;5;5;1;5;5;1;1;5;1;1;1;3;4;4;5;4;2;1;1;5;1;2;5;3;3;4;1;2;1;1;1;1;1;1;1;1;1;4;1;1;4;4;4;1;1;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;3;5;5;5;3;5;3;3;3;3;5;3;3;1;2;2;2;2;1;1;1;1;2;2;2;1;1;3;1;1;3;1;2;1;6;7;6;7;7;7;7;7
